article_id,ground_truth_letters_per_word,ground_truth_words_per_sentence,ground_truth_words_per_text,ground_truth_sentences_per_text,generated_letters_per_word,generated_words_per_sentence,generated_words_per_text,generated_sentences_per_text,generated_LD,ground_truth_LD,generated_LS1,ground_truth_LS1,generated_LS2,ground_truth_LS2,generated_VS1,ground_truth_VS1,generated_VS2,ground_truth_VS2,generated_CVS1,ground_truth_CVS1,generated_T,ground_truth_T,generated_T50,ground_truth_T50,generated_T50S,ground_truth_T50S,generated_T50W,ground_truth_T50W,generated_TTR,ground_truth_TTR,generated_MSTTR,ground_truth_MSTTR,generated_CTTR,ground_truth_CTTR,generated_RTTR,ground_truth_RTTR,generated_LogTTR,ground_truth_LogTTR,generated_Uber,ground_truth_Uber,generated_MATTR,ground_truth_MATTR,generated_HDD,ground_truth_HDD,generated_MTLD,ground_truth_MTLD,generated_MTLD-MA,ground_truth_MTLD-MA,generated_MTLD-bii,ground_truth_MTLD-bii,generated_LV,ground_truth_LV,generated_VV1,ground_truth_VV1,generated_SVV1,ground_truth_SVV1,generated_CVV1,ground_truth_CVV1,generated_CVV2,ground_truth_CVV2,generated_NV,ground_truth_NV,generated_ADJV,ground_truth_ADJV,generated_ADVV,ground_truth_ADVV,generated_MODV,ground_truth_MODV,ground_truth_MLS,ground_truth_MLT,ground_truth_MLC,ground_truth_C/S,ground_truth_VP/T,ground_truth_C/T,ground_truth_DC/C,ground_truth_DC/T,ground_truth_CT/T,ground_truth_CP/T,ground_truth_CP/C,ground_truth_CN/T,ground_truth_CN/C,ground_truth_T/S,generated_MLS,generated_MLT,generated_MLC,generated_C/S,generated_VP/T,generated_C/T,generated_DC/C,generated_DC/T,generated_CT/T,generated_CP/T,generated_CP/C,generated_CN/T,generated_CN/C,generated_T/S
4003041,5.2845,30.6923,399.0,13.0,5.8283,28.0,392.0,14.0,0.635,0.569,0.452,0.393,0.451,0.458,0.654,0.739,0.61,0.706,12.019,12.522,195,201,37,35,37.5,39.7,70.6,71.2,0.497,0.504,0.807,0.777,6.964,7.115,9.849,10.063,0.883,0.886,2.951,2.963,0.964,0.958,0.497,0.504,98.0,79.8,98.0,79.8,98.0,79.8,0.639,0.683,0.788,0.739,32.327,25.13,0.788,0.739,0.788,0.739,0.596,0.642,0.65,0.938,1.0,0.667,0.731,0.895,23.1875,13.25,16.863636363636363,1.375,0.6428571428571429,0.7857142857142857,0.2727272727272727,0.21428571428571427,0.17857142857142858,0.4642857142857143,0.5909090909090909,0.4642857142857143,0.5909090909090909,1.75,24.857142857142858,12.428571428571429,11.6,2.142857142857143,0.9642857142857143,1.0714285714285714,0.5333333333333333,0.5714285714285714,0.4642857142857143,0.2857142857142857,0.26666666666666666,0.39285714285714285,0.36666666666666664,2.0
4003141,5.2378,19.95,399.0,20.0,5.1547,20.9474,398.0,19.0,0.575,0.569,0.357,0.341,0.432,0.366,0.688,0.558,0.667,0.618,14.062,8.481,183,175,39,41,37.8,36.4,67.2,65.1,0.46,0.439,0.769,0.755,6.486,6.195,9.173,8.761,0.87,0.862,2.911,2.885,0.958,0.951,0.46,0.439,66.333,57.0,66.333,57.0,66.333,57.0,0.664,0.604,0.703,0.654,31.641,22.231,0.703,0.654,0.703,0.654,0.64,0.625,0.722,0.458,0.75,0.286,0.731,0.419,17.45,8.948717948717949,11.258064516129032,1.55,0.7692307692307693,0.7948717948717948,0.3548387096774194,0.28205128205128205,0.2564102564102564,0.3076923076923077,0.3870967741935484,0.15384615384615385,0.1935483870967742,1.95,19.05263157894737,10.969696969696969,10.342857142857143,1.8421052631578947,0.8787878787878788,1.0606060606060606,0.45714285714285713,0.48484848484848486,0.42424242424242425,0.3333333333333333,0.3142857142857143,0.0,0.0,1.736842105263158
4003241,4.982,21.7778,392.0,18.0,5.2006,23.6875,379.0,16.0,0.623,0.605,0.435,0.469,0.564,0.504,0.887,0.695,0.872,0.622,21.811,13.288,181,226,33,42,38.4,42.6,64.2,77.2,0.478,0.577,0.749,0.818,6.574,8.071,9.297,11.415,0.876,0.908,2.918,3.033,0.952,0.968,0.478,0.577,63.167,196.0,63.167,196.0,63.167,163.333,0.665,0.755,0.736,0.763,28.698,34.322,0.736,0.763,0.736,0.763,0.604,0.748,0.95,0.8,1.0,1.0,0.958,0.826,19.61111111111111,11.387096774193548,9.54054054054054,2.0555555555555554,0.967741935483871,1.1935483870967742,0.5135135135135135,0.6129032258064516,0.41935483870967744,0.25806451612903225,0.21621621621621623,0.45161290322580644,0.3783783783783784,1.7222222222222223,21.8125,11.633333333333333,11.633333333333333,1.875,0.8666666666666667,1.0,0.4666666666666667,0.4666666666666667,0.4,0.5,0.5,0.2,0.2,1.875
4003341,5.4362,38.8,388.0,10.0,5.5465,24.3125,389.0,16.0,0.586,0.57,0.45,0.456,0.536,0.526,0.939,0.738,0.939,0.688,19.612,11.524,192,215,41,39,38.0,39.1,68.7,74.4,0.494,0.554,0.779,0.812,6.884,7.718,9.735,10.915,0.882,0.901,2.944,3.008,0.969,0.96,0.494,0.554,77.8,129.333,77.8,129.333,77.8,113.167,0.693,0.751,0.673,0.762,22.224,24.381,0.673,0.762,0.673,0.762,0.714,0.762,0.583,0.655,1.0,1.0,0.6,0.688,25.5,17.85,14.28,1.7857142857142858,0.65,1.25,0.44,0.55,0.3,0.55,0.44,0.5,0.4,1.4285714285714286,22.375,12.344827586206897,13.25925925925926,1.6875,0.6896551724137931,0.9310344827586207,0.4074074074074074,0.3793103448275862,0.3448275862068966,0.5862068965517241,0.6296296296296297,0.27586206896551724,0.2962962962962963,1.8125
4003441,4.9745,27.5385,358.0,13.0,5.1518,28.3077,368.0,13.0,0.546,0.598,0.337,0.383,0.408,0.378,0.712,0.484,0.69,0.548,14.254,8.266,191,185,41,45,40.9,41.1,68.0,65.5,0.519,0.517,0.816,0.818,7.04,6.914,9.957,9.778,0.889,0.888,2.957,2.947,0.959,0.956,0.519,0.517,92.0,89.5,92.0,89.5,92.0,89.5,0.736,0.687,0.712,0.656,29.898,27.562,0.712,0.656,0.712,0.656,0.738,0.692,0.909,1.0,1.0,0.571,0.938,0.824,24.692307692307693,11.464285714285714,10.03125,2.4615384615384617,1.0714285714285714,1.1428571428571428,0.59375,0.6785714285714286,0.39285714285714285,0.5714285714285714,0.5,0.21428571428571427,0.1875,2.1538461538461537,26.0,13.0,11.266666666666667,2.3076923076923075,1.0384615384615385,1.1538461538461537,0.5666666666666667,0.6538461538461539,0.46153846153846156,0.4230769230769231,0.36666666666666664,0.07692307692307693,0.06666666666666667,2.0
4003541,5.0742,29.0,377.0,13.0,5.3959,21.4444,386.0,18.0,0.583,0.557,0.391,0.353,0.482,0.442,0.754,0.711,0.733,0.667,19.105,15.022,197,199,36,41,36.2,40.1,68.9,69.3,0.51,0.528,0.765,0.784,7.09,7.247,10.027,10.249,0.887,0.892,2.961,2.973,0.957,0.944,0.51,0.528,77.2,94.25,77.2,94.25,77.2,94.25,0.751,0.743,0.789,0.867,35.526,33.8,0.789,0.867,0.789,0.867,0.735,0.689,0.923,0.923,0.5,1.0,0.824,0.929,25.071428571428573,15.26086956521739,11.7,2.142857142857143,1.0,1.3043478260869565,0.5333333333333333,0.6956521739130435,0.43478260869565216,0.17391304347826086,0.13333333333333333,0.2608695652173913,0.2,1.6428571428571428,19.27777777777778,10.205882352941176,11.566666666666666,1.6666666666666667,0.7352941176470589,0.8823529411764706,0.4,0.35294117647058826,0.3235294117647059,0.4117647058823529,0.4666666666666667,0.23529411764705882,0.26666666666666666,1.8888888888888888
4003641,5.6195,29.6923,386.0,13.0,5.697,31.75,381.0,12.0,0.614,0.637,0.409,0.433,0.462,0.498,0.778,0.872,0.765,0.839,15.022,17.333,186,217,41,43,38.2,40.5,67.1,74.7,0.488,0.562,0.789,0.813,6.738,7.81,9.529,11.045,0.879,0.903,2.932,3.015,0.953,0.96,0.488,0.562,76.2,96.5,76.2,96.5,76.2,96.5,0.679,0.748,0.756,0.795,25.689,24.641,0.756,0.795,0.756,0.795,0.629,0.719,0.944,0.917,1.0,1.0,0.955,0.931,26.923076923076923,16.666666666666668,12.5,2.1538461538461537,0.9523809523809523,1.3333333333333333,0.5357142857142857,0.7142857142857143,0.5238095238095238,0.42857142857142855,0.32142857142857145,0.47619047619047616,0.35714285714285715,1.6153846153846154,28.333333333333332,14.166666666666666,14.782608695652174,1.9166666666666667,0.8333333333333334,0.9583333333333334,0.4782608695652174,0.4583333333333333,0.2916666666666667,0.4166666666666667,0.43478260869565216,0.3333333333333333,0.34782608695652173,2.0
4003741,5.2155,33.3636,367.0,11.0,5.1543,27.3571,383.0,14.0,0.559,0.531,0.454,0.518,0.553,0.586,0.816,0.86,0.821,0.825,20.898,21.78,190,191,38,35,37.3,38.1,67.9,65.5,0.496,0.52,0.785,0.765,6.865,7.05,9.709,9.97,0.882,0.889,2.943,2.958,0.97,0.932,0.496,0.52,76.6,61.167,76.6,61.167,76.6,61.167,0.724,0.759,0.796,0.8,31.041,32.0,0.796,0.8,0.796,0.8,0.705,0.72,0.909,0.938,0.6,0.75,0.812,0.9,22.142857142857142,12.916666666666666,10.689655172413794,2.0714285714285716,1.0,1.2083333333333333,0.5172413793103449,0.625,0.5,0.4166666666666667,0.3448275862068966,0.25,0.20689655172413793,1.7142857142857142,24.357142857142858,11.366666666666667,12.62962962962963,1.9285714285714286,0.9333333333333333,0.9,0.48148148148148145,0.43333333333333335,0.4,0.6333333333333333,0.7037037037037037,0.13333333333333333,0.14814814814814814,2.142857142857143
4003841,4.7094,23.7333,356.0,15.0,5.3722,23.3529,397.0,17.0,0.569,0.601,0.385,0.371,0.453,0.417,0.727,0.786,0.702,0.73,16.5,13.018,179,180,38,40,36.5,39.6,65.8,64.1,0.451,0.506,0.756,0.812,6.352,6.746,8.984,9.54,0.867,0.884,2.899,2.933,0.961,0.976,0.451,0.506,79.4,89.0,79.4,89.0,68.057,89.0,0.655,0.654,0.712,0.661,33.47,24.446,0.712,0.661,0.712,0.661,0.623,0.645,0.833,0.818,0.5,0.667,0.786,0.765,21.933333333333334,10.966666666666667,9.676470588235293,2.2666666666666666,0.9666666666666667,1.1333333333333333,0.5588235294117647,0.6333333333333333,0.5,0.3333333333333333,0.29411764705882354,0.16666666666666666,0.14705882352941177,2.0,21.176470588235293,9.473684210526315,9.473684210526315,2.235294117647059,1.0789473684210527,1.0,0.5526315789473685,0.5526315789473685,0.3684210526315789,0.5789473684210527,0.5789473684210527,0.15789473684210525,0.15789473684210525,2.235294117647059
4003941,5.1034,28.5714,400.0,14.0,5.449,24.25,388.0,16.0,0.634,0.59,0.399,0.36,0.474,0.402,0.6,0.607,0.567,0.538,6.422,7.875,190,194,41,38,37.3,36.6,68.3,69.2,0.49,0.485,0.784,0.76,6.821,6.859,9.646,9.7,0.88,0.879,2.939,2.942,0.964,0.956,0.49,0.485,77.6,66.667,77.6,66.667,77.6,66.667,0.667,0.657,0.667,0.696,20.0,27.161,0.667,0.696,0.667,0.696,0.64,0.631,0.824,0.846,1.0,0.857,0.885,0.85,24.4,13.071428571428571,13.071428571428571,1.8666666666666667,0.7857142857142857,1.0,0.4642857142857143,0.4642857142857143,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.14285714285714285,1.8666666666666667,22.0,12.137931034482758,13.037037037037036,1.6875,0.8620689655172413,0.9310344827586207,0.4074074074074074,0.3793103448275862,0.3448275862068966,0.4482758620689655,0.48148148148148145,0.3793103448275862,0.4074074074074074,1.8125
4004041,5.2484,27.5714,386.0,14.0,5.5976,27.4286,384.0,14.0,0.573,0.56,0.44,0.456,0.54,0.514,0.796,0.66,0.857,0.676,18.367,11.255,187,208,36,35,33.9,40.4,65.7,72.8,0.487,0.539,0.74,0.812,6.748,7.486,9.543,10.587,0.879,0.896,2.933,2.991,0.936,0.958,0.487,0.539,54.857,96.5,54.857,96.5,54.857,86.85,0.727,0.75,0.714,0.723,25.0,24.596,0.714,0.723,0.714,0.723,0.745,0.727,0.727,0.926,0.75,1.0,0.731,0.933,23.928571428571427,12.884615384615385,12.884615384615385,1.8571428571428572,0.8461538461538461,1.0,0.46153846153846156,0.46153846153846156,0.4230769230769231,0.5,0.5,0.2692307692307692,0.2692307692307692,1.8571428571428572,24.0,12.923076923076923,12.923076923076923,1.8571428571428572,0.9230769230769231,1.0,0.46153846153846156,0.46153846153846156,0.2692307692307692,0.6153846153846154,0.6153846153846154,0.11538461538461539,0.11538461538461539,1.8571428571428572
4004141,5.682,32.0,384.0,12.0,5.9443,23.2941,396.0,17.0,0.614,0.581,0.396,0.461,0.407,0.535,0.547,0.706,0.561,0.659,9.981,14.294,194,215,40,39,37.2,40.9,69.6,74.8,0.49,0.56,0.778,0.827,6.893,7.758,9.749,10.972,0.881,0.903,2.945,3.011,0.966,0.961,0.49,0.56,79.2,128.0,79.2,128.0,79.2,128.0,0.683,0.78,0.774,0.804,31.717,32.961,0.774,0.804,0.774,0.804,0.648,0.755,0.889,0.941,1.0,1.0,0.909,0.952,28.083333333333332,14.041666666666666,12.035714285714286,2.3333333333333335,1.125,1.1666666666666667,0.5714285714285714,0.6666666666666666,0.4166666666666667,0.3333333333333333,0.2857142857142857,0.375,0.32142857142857145,2.0,20.294117647058822,9.857142857142858,12.321428571428571,1.6470588235294117,0.8285714285714286,0.8,0.39285714285714285,0.3142857142857143,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.2571428571428571,0.32142857142857145,2.0588235294117645
4004241,5.3971,26.4667,397.0,15.0,5.3381,22.2222,400.0,18.0,0.608,0.605,0.44,0.453,0.517,0.522,0.632,0.722,0.667,0.68,15.789,8.028,205,201,38,35,40.4,37.3,72.6,70.2,0.512,0.506,0.79,0.755,7.248,7.133,10.25,10.088,0.888,0.886,2.973,2.964,0.971,0.94,0.512,0.506,80.0,66.167,80.0,66.167,80.0,66.167,0.716,0.721,0.789,0.694,35.526,17.361,0.789,0.694,0.789,0.694,0.685,0.709,0.944,0.84,1.0,1.0,0.952,0.875,23.333333333333332,11.666666666666666,15.909090909090908,1.4666666666666666,0.6,0.7333333333333333,0.3181818181818182,0.23333333333333334,0.16666666666666666,0.7333333333333333,1.0,0.43333333333333335,0.5909090909090909,2.0,20.055555555555557,10.314285714285715,10.027777777777779,2.0,0.9142857142857143,1.0285714285714285,0.5,0.5142857142857142,0.3142857142857143,0.37142857142857144,0.3611111111111111,0.2571428571428571,0.25,1.9444444444444444
4004341,5.4795,43.3333,390.0,9.0,5.6606,24.25,388.0,16.0,0.611,0.528,0.451,0.456,0.513,0.527,0.676,0.545,0.62,0.55,14.132,11.0,193,201,39,35,38.4,39.1,69.6,70.0,0.497,0.515,0.799,0.768,6.928,7.197,9.798,10.178,0.883,0.889,2.948,2.969,0.969,0.95,0.497,0.515,97.0,78.0,97.0,78.0,97.0,78.0,0.675,0.748,0.735,0.909,36.765,36.364,0.735,0.909,0.735,0.909,0.631,0.684,0.867,1.0,0.6,0.5,0.8,0.923,27.75,13.32,13.32,2.0833333333333335,0.96,1.0,0.52,0.52,0.44,0.48,0.48,0.28,0.28,2.0833333333333335,21.125,8.24390243902439,10.5625,2.0,0.975609756097561,0.7804878048780488,0.5,0.3902439024390244,0.3170731707317073,0.36585365853658536,0.46875,0.17073170731707318,0.21875,2.5625
4004441,5.0399,24.875,398.0,16.0,5.3382,20.3158,386.0,19.0,0.557,0.55,0.425,0.462,0.495,0.479,0.758,0.59,0.745,0.516,23.29,6.564,184,190,36,41,37.9,37.7,66.8,67.5,0.477,0.477,0.78,0.741,6.622,6.734,9.365,9.524,0.876,0.876,2.923,2.932,0.968,0.928,0.477,0.477,77.2,56.857,77.2,56.857,77.2,53.304,0.702,0.676,0.823,0.795,41.952,24.641,0.823,0.795,0.823,0.795,0.65,0.639,1.0,0.842,0.7,0.833,0.769,0.84,19.0,10.363636363636363,13.153846153846153,1.4444444444444444,0.6363636363636364,0.7878787878787878,0.3076923076923077,0.24242424242424243,0.21212121212121213,0.42424242424242425,0.5384615384615384,0.030303030303030304,0.038461538461538464,1.8333333333333333,18.31578947368421,8.487804878048781,12.88888888888889,1.4210526315789473,0.7317073170731707,0.6585365853658537,0.2962962962962963,0.1951219512195122,0.17073170731707318,0.3902439024390244,0.5925925925925926,0.07317073170731707,0.1111111111111111,2.1578947368421053
4004541,5.215,31.6667,380.0,12.0,5.236,26.6,399.0,15.0,0.529,0.516,0.504,0.416,0.574,0.524,0.797,0.63,0.76,0.765,24.475,14.696,204,185,39,40,40.3,39.3,71.5,66.2,0.511,0.487,0.77,0.777,7.222,6.711,10.213,9.49,0.888,0.879,2.971,2.93,0.946,0.954,0.511,0.487,66.5,76.0,66.5,76.0,66.5,76.0,0.763,0.724,0.847,0.739,42.373,25.13,0.847,0.739,0.847,0.739,0.723,0.703,0.8,0.909,1.0,1.0,0.818,0.917,30.363636363636363,12.846153846153847,12.846153846153847,2.3636363636363638,1.0769230769230769,1.0,0.5769230769230769,0.5769230769230769,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.11538461538461539,0.11538461538461539,2.3636363636363638,24.571428571428573,11.466666666666667,12.74074074074074,1.9285714285714286,0.9666666666666667,0.9,0.48148148148148145,0.43333333333333335,0.3,0.36666666666666664,0.4074074074074074,0.16666666666666666,0.18518518518518517,2.142857142857143
4004641,5.5361,18.9048,397.0,21.0,5.8825,26.4,396.0,15.0,0.604,0.592,0.371,0.395,0.4,0.424,0.56,0.567,0.553,0.565,8.82,11.267,185,177,43,45,38.4,37.3,68.2,67.0,0.467,0.446,0.788,0.797,6.574,6.281,9.297,8.883,0.873,0.865,2.919,2.893,0.978,0.961,0.467,0.446,99.0,79.4,99.0,79.4,99.0,79.4,0.582,0.583,0.76,0.767,28.88,35.267,0.76,0.767,0.76,0.767,0.514,0.494,1.0,0.889,1.0,1.0,1.0,0.909,22.333333333333332,11.551724137931034,9.852941176470589,2.2666666666666666,1.0689655172413792,1.1724137931034482,0.5588235294117647,0.6551724137931034,0.41379310344827586,0.3103448275862069,0.2647058823529412,0.3103448275862069,0.2647058823529412,1.9333333333333333,22.8,12.214285714285714,12.214285714285714,1.8666666666666667,0.8928571428571429,1.0,0.4642857142857143,0.4642857142857143,0.42857142857142855,0.32142857142857145,0.32142857142857145,0.5,0.5,1.8666666666666667
4004741,5.3473,21.6111,389.0,18.0,5.4856,24.0625,385.0,16.0,0.623,0.627,0.33,0.442,0.382,0.481,0.4,0.578,0.478,0.628,7.446,11.391,186,160,43,35,39.4,39.1,68.7,61.9,0.483,0.411,0.818,0.767,6.703,5.736,9.479,8.112,0.878,0.851,2.929,2.842,0.974,0.968,0.483,0.411,96.25,64.833,96.25,64.833,96.25,64.833,0.642,0.533,0.708,0.672,32.554,28.891,0.708,0.672,0.708,0.672,0.588,0.462,1.0,0.6,0.667,1.0,0.933,0.636,20.058823529411764,11.0,9.742857142857142,2.0588235294117645,1.032258064516129,1.1290322580645162,0.5142857142857142,0.5806451612903226,0.3548387096774194,0.1935483870967742,0.17142857142857143,0.41935483870967744,0.37142857142857144,1.8235294117647058,22.0,10.666666666666666,11.0,2.0,0.8484848484848485,0.9696969696969697,0.5,0.48484848484848486,0.36363636363636365,0.42424242424242425,0.4375,0.2727272727272727,0.28125,2.0625
4004941,5.0811,18.1905,382.0,21.0,5.5569,22.0,374.0,17.0,0.636,0.602,0.46,0.435,0.49,0.494,0.806,0.81,0.714,0.757,10.081,13.517,155,178,38,40,38.4,39.3,59.0,64.6,0.414,0.466,0.765,0.763,5.667,6.44,8.015,9.107,0.851,0.872,2.835,2.907,0.971,0.962,0.414,0.466,62.333,63.667,62.333,63.667,62.333,59.119,0.508,0.587,0.565,0.638,19.758,23.603,0.565,0.638,0.565,0.638,0.487,0.548,0.533,0.857,0.667,1.0,0.556,0.867,16.476190476190474,7.863636363636363,10.484848484848484,1.5714285714285714,0.7727272727272727,0.75,0.36363636363636365,0.2727272727272727,0.1590909090909091,0.22727272727272727,0.30303030303030304,0.36363636363636365,0.48484848484848486,2.0952380952380953,20.058823529411764,11.0,8.317073170731707,2.411764705882353,1.1612903225806452,1.3225806451612903,0.5853658536585366,0.7741935483870968,0.3870967741935484,0.2903225806451613,0.21951219512195122,0.41935483870967744,0.3170731707317073,1.8235294117647058
4005041,5.4123,22.0,396.0,18.0,6.1441,21.0,399.0,19.0,0.629,0.598,0.431,0.422,0.441,0.5,0.58,0.772,0.61,0.727,12.5,10.105,170,170,37,37,37.4,38.9,64.5,62.9,0.426,0.429,0.764,0.729,6.018,6.041,8.511,8.543,0.858,0.859,2.869,2.871,0.965,0.94,0.426,0.429,66.5,49.5,66.5,49.5,66.5,53.036,0.542,0.57,0.82,0.579,33.62,19.105,0.82,0.579,0.82,0.579,0.479,0.572,0.517,0.609,1.0,0.6,0.562,0.607,19.263157894736842,9.891891891891891,12.620689655172415,1.5263157894736843,0.7567567567567568,0.7837837837837838,0.3448275862068966,0.2702702702702703,0.21621621621621623,0.2702702702702703,0.3448275862068966,0.2702702702702703,0.3448275862068966,1.9473684210526316,19.157894736842106,10.11111111111111,11.375,1.6842105263157894,0.7777777777777778,0.8888888888888888,0.40625,0.3611111111111111,0.2777777777777778,0.3611111111111111,0.40625,0.3333333333333333,0.375,1.894736842105263
4005241,5.7952,26.7143,374.0,14.0,5.5619,24.125,386.0,16.0,0.619,0.634,0.381,0.497,0.414,0.441,0.533,0.615,0.535,0.562,8.817,6.231,174,170,42,43,40.2,39.7,66.1,64.4,0.451,0.455,0.813,0.822,6.262,6.216,8.856,8.79,0.866,0.867,2.891,2.887,0.975,0.965,0.451,0.455,77.2,74.8,77.2,74.8,77.2,74.8,0.59,0.549,0.717,0.615,30.817,19.692,0.717,0.615,0.717,0.615,0.524,0.518,0.889,0.733,1.0,1.0,0.909,0.765,24.285714285714285,11.724137931034482,10.96774193548387,2.2142857142857144,1.0689655172413792,1.0689655172413792,0.5483870967741935,0.5862068965517241,0.41379310344827586,0.41379310344827586,0.3870967741935484,0.4827586206896552,0.45161290322580644,2.0714285714285716,24.785714285714285,12.392857142857142,10.515151515151516,2.357142857142857,0.9285714285714286,1.1785714285714286,0.5757575757575758,0.6785714285714286,0.39285714285714285,0.2857142857142857,0.24242424242424243,0.2857142857142857,0.24242424242424243,2.0
4005641,4.9094,24.0,384.0,16.0,5.0749,23.5294,400.0,17.0,0.612,0.625,0.46,0.391,0.55,0.477,0.719,0.684,0.733,0.708,19.105,20.281,200,218,45,43,38.9,40.5,72.6,75.3,0.5,0.568,0.815,0.827,7.071,7.866,10.0,11.125,0.884,0.905,2.959,3.019,0.976,0.971,0.5,0.568,100.0,128.0,100.0,128.0,100.0,128.0,0.694,0.758,0.789,0.842,35.526,40.421,0.789,0.842,0.789,0.842,0.673,0.738,0.571,0.842,0.8,0.5,0.615,0.783,22.3125,11.9,10.818181818181818,2.0625,0.9,1.1,0.5151515151515151,0.5666666666666667,0.43333333333333335,0.3,0.2727272727272727,0.4,0.36363636363636365,1.875,21.41176470588235,11.030303030303031,10.11111111111111,2.1176470588235294,1.0303030303030303,1.0909090909090908,0.5277777777777778,0.5757575757575758,0.48484848484848486,0.36363636363636365,0.3333333333333333,0.36363636363636365,0.3333333333333333,1.9411764705882353
