article_id,ground_truth_letters_per_word,ground_truth_words_per_sentence,ground_truth_words_per_text,ground_truth_sentences_per_text,generated_letters_per_word,generated_words_per_sentence,generated_words_per_text,generated_sentences_per_text,generated_LD,ground_truth_LD,generated_LS1,ground_truth_LS1,generated_LS2,ground_truth_LS2,generated_VS1,ground_truth_VS1,generated_VS2,ground_truth_VS2,generated_CVS1,ground_truth_CVS1,generated_T,ground_truth_T,generated_T50,ground_truth_T50,generated_T50S,ground_truth_T50S,generated_T50W,ground_truth_T50W,generated_TTR,ground_truth_TTR,generated_MSTTR,ground_truth_MSTTR,generated_CTTR,ground_truth_CTTR,generated_RTTR,ground_truth_RTTR,generated_LogTTR,ground_truth_LogTTR,generated_Uber,ground_truth_Uber,generated_MATTR,ground_truth_MATTR,generated_HDD,ground_truth_HDD,generated_MTLD,ground_truth_MTLD,generated_MTLD-MA,ground_truth_MTLD-MA,generated_MTLD-bii,ground_truth_MTLD-bii,generated_LV,ground_truth_LV,generated_VV1,ground_truth_VV1,generated_SVV1,ground_truth_SVV1,generated_CVV1,ground_truth_CVV1,generated_CVV2,ground_truth_CVV2,generated_NV,ground_truth_NV,generated_ADJV,ground_truth_ADJV,generated_ADVV,ground_truth_ADVV,generated_MODV,ground_truth_MODV,ground_truth_MLS,ground_truth_MLT,ground_truth_MLC,ground_truth_C/S,ground_truth_VP/T,ground_truth_C/T,ground_truth_DC/C,ground_truth_DC/T,ground_truth_CT/T,ground_truth_CP/T,ground_truth_CP/C,ground_truth_CN/T,ground_truth_CN/C,ground_truth_T/S,generated_MLS,generated_MLT,generated_MLC,generated_C/S,generated_VP/T,generated_C/T,generated_DC/C,generated_DC/T,generated_CT/T,generated_CP/T,generated_CP/C,generated_CN/T,generated_CN/C,generated_T/S
4007141,5.6226,27.8571,390.0,14.0,5.7121,22.4706,382.0,17.0,0.589,0.579,0.419,0.577,0.476,0.664,0.698,0.897,0.667,0.871,16.981,18.692,187,211,37,44,39.4,39.6,67.4,72.4,0.49,0.541,0.789,0.772,6.765,7.555,9.568,10.684,0.88,0.897,2.935,2.996,0.96,0.96,0.49,0.541,63.667,65.0,63.667,65.0,70.033,65.0,0.64,0.752,0.849,0.795,38.208,24.641,0.849,0.795,0.849,0.795,0.562,0.728,0.714,0.844,0.429,0.75,0.643,0.833,22.733333333333334,12.62962962962963,13.64,1.6666666666666667,0.8518518518518519,0.9259259259259259,0.4,0.37037037037037035,0.25925925925925924,0.2962962962962963,0.32,0.3333333333333333,0.36,1.8,19.764705882352942,9.6,10.838709677419354,1.8235294117647058,0.8285714285714286,0.8857142857142857,0.45161290322580644,0.4,0.2571428571428571,0.37142857142857144,0.41935483870967744,0.17142857142857143,0.1935483870967742,2.0588235294117645
4007741,4.8107,17.8182,392.0,22.0,5.3596,19.6,392.0,20.0,0.554,0.528,0.357,0.362,0.422,0.416,0.629,0.485,0.64,0.511,16.516,7.779,185,178,35,42,37.4,37.1,66.2,65.5,0.472,0.454,0.745,0.763,6.607,6.357,9.344,8.99,0.874,0.868,2.921,2.9,0.949,0.972,0.472,0.454,56.0,65.333,56.0,65.333,56.0,65.333,0.719,0.628,0.806,0.662,40.323,29.779,0.806,0.662,0.806,0.662,0.674,0.609,1.0,1.0,0.6,0.412,0.857,0.655,14.826086956521738,6.959183673469388,10.029411764705882,1.4782608695652173,0.673469387755102,0.6938775510204082,0.3235294117647059,0.22448979591836735,0.16326530612244897,0.3469387755102041,0.5,0.061224489795918366,0.08823529411764706,2.130434782608696,16.333333333333332,9.27027027027027,9.8,1.6666666666666667,0.8108108108108109,0.9459459459459459,0.4,0.3783783783783784,0.2702702702702703,0.40540540540540543,0.42857142857142855,0.08108108108108109,0.08571428571428572,1.7619047619047619
4007841,5.0344,27.0,378.0,14.0,5.1916,23.0588,392.0,17.0,0.559,0.553,0.362,0.373,0.448,0.453,0.609,0.63,0.579,0.659,10.522,13.5,192,181,42,37,39.0,37.9,67.8,64.5,0.49,0.479,0.749,0.755,6.857,6.583,9.697,9.31,0.88,0.876,2.942,2.919,0.958,0.939,0.49,0.479,65.333,63.0,65.333,63.0,65.333,63.0,0.731,0.694,0.826,0.759,31.391,31.13,0.826,0.759,0.826,0.759,0.68,0.667,0.913,1.0,0.667,0.5,0.885,0.929,20.9375,11.551724137931034,9.852941176470589,2.125,1.0344827586206897,1.1724137931034482,0.5294117647058824,0.6206896551724138,0.3793103448275862,0.2413793103448276,0.20588235294117646,0.20689655172413793,0.17647058823529413,1.8125,19.61111111111111,10.382352941176471,11.387096774193548,1.7222222222222223,0.8529411764705882,0.9117647058823529,0.41935483870967744,0.38235294117647056,0.3235294117647059,0.3235294117647059,0.3548387096774194,0.11764705882352941,0.12903225806451613,1.8888888888888888
4007941,5.5542,28.1538,366.0,13.0,5.2586,25.6667,385.0,15.0,0.605,0.607,0.408,0.377,0.455,0.432,0.759,0.737,0.629,0.727,8.963,15.158,187,192,37,36,37.0,41.3,66.7,68.0,0.486,0.525,0.762,0.825,6.739,7.097,9.53,10.036,0.879,0.891,2.932,2.961,0.964,0.97,0.486,0.525,64.167,73.2,64.167,73.2,64.167,97.6,0.678,0.703,0.648,0.868,22.685,28.658,0.648,0.868,0.648,0.868,0.658,0.667,1.0,0.737,1.0,0.667,1.0,0.72,23.571428571428573,13.75,11.379310344827585,2.0714285714285716,1.0,1.2083333333333333,0.5172413793103449,0.625,0.4166666666666667,0.3333333333333333,0.27586206896551724,0.20833333333333334,0.1724137931034483,1.7142857142857142,23.533333333333335,14.708333333333334,11.03125,2.1333333333333333,0.9166666666666666,1.3333333333333333,0.53125,0.7083333333333334,0.4583333333333333,0.5833333333333334,0.4375,0.4166666666666667,0.3125,1.6
4008041,5.2349,33.7273,371.0,11.0,5.4794,24.375,390.0,16.0,0.585,0.574,0.403,0.423,0.454,0.416,0.75,0.649,0.652,0.625,5.625,6.081,185,173,46,39,38.4,40.7,67.2,63.7,0.474,0.466,0.774,0.797,6.624,6.351,9.368,8.982,0.875,0.871,2.923,2.899,0.954,0.928,0.474,0.466,78.0,74.2,78.0,74.2,71.5,63.6,0.636,0.629,0.575,0.649,13.225,15.568,0.575,0.649,0.575,0.649,0.652,0.609,0.611,0.778,0.667,0.714,0.625,0.76,28.454545454545453,14.904761904761905,11.592592592592593,2.4545454545454546,1.0952380952380953,1.2857142857142858,0.5925925925925926,0.7619047619047619,0.42857142857142855,0.7619047619047619,0.5925925925925926,0.42857142857142855,0.3333333333333333,1.9090909090909092,20.11764705882353,14.869565217391305,12.214285714285714,1.6470588235294117,0.6521739130434783,1.2173913043478262,0.39285714285714285,0.4782608695652174,0.34782608695652173,0.7391304347826086,0.6071428571428571,0.391304347826087,0.32142857142857145,1.3529411764705883
4008141,4.9055,26.0667,391.0,15.0,5.5905,22.7647,387.0,17.0,0.62,0.558,0.382,0.407,0.45,0.465,0.587,0.634,0.647,0.571,10.522,6.244,209,200,40,38,39.9,41.1,73.1,71.5,0.54,0.512,0.81,0.806,7.512,7.152,10.624,10.114,0.897,0.888,2.993,2.966,0.965,0.97,0.54,0.512,129.0,97.75,129.0,97.75,129.0,97.75,0.721,0.651,0.739,0.683,25.13,19.122,0.739,0.683,0.739,0.683,0.685,0.639,1.0,1.0,0.5,0.25,0.931,0.842,25.357142857142858,16.136363636363637,14.2,1.7857142857142858,0.7727272727272727,1.1363636363636365,0.44,0.5,0.3181818181818182,0.22727272727272727,0.2,0.36363636363636365,0.32,1.5714285714285714,20.294117647058822,11.129032258064516,11.5,1.7647058823529411,0.8064516129032258,0.967741935483871,0.43333333333333335,0.41935483870967744,0.3870967741935484,0.5483870967741935,0.5666666666666667,0.45161290322580644,0.4666666666666667,1.8235294117647058
4008241,5.2917,26.9286,377.0,14.0,5.4793,22.6471,385.0,17.0,0.639,0.592,0.426,0.411,0.448,0.455,0.735,0.683,0.735,0.625,12.755,9.756,194,198,40,39,40.2,40.5,69.8,69.6,0.504,0.525,0.807,0.805,6.991,7.211,9.887,10.198,0.885,0.891,2.953,2.97,0.97,0.971,0.504,0.525,96.25,75.4,96.25,75.4,96.25,75.4,0.671,0.695,0.694,0.78,23.592,24.976,0.694,0.78,0.694,0.78,0.667,0.693,0.8,0.76,0.5,1.0,0.765,0.793,23.133333333333333,11.566666666666666,12.851851851851851,1.8,0.8666666666666667,0.9,0.4444444444444444,0.4,0.26666666666666666,0.3,0.3333333333333333,0.5,0.5555555555555556,2.0,20.352941176470587,11.533333333333333,11.161290322580646,1.8235294117647058,0.7666666666666667,1.0333333333333334,0.45161290322580644,0.4666666666666667,0.43333333333333335,0.5,0.4838709677419355,0.5,0.4838709677419355,1.7647058823529411
4008341,4.495,22.1176,376.0,17.0,5.2426,19.4211,369.0,19.0,0.592,0.559,0.443,0.473,0.5,0.508,0.712,0.654,0.717,0.676,18.458,10.173,186,187,37,39,37.7,39.2,65.7,66.3,0.505,0.497,0.792,0.773,6.856,6.819,9.696,9.644,0.885,0.882,2.942,2.939,0.965,0.949,0.505,0.497,73.6,62.667,73.6,62.667,73.6,68.933,0.711,0.714,0.78,0.654,35.864,22.231,0.78,0.654,0.78,0.654,0.667,0.738,0.933,1.0,0.667,0.4,0.857,0.769,17.22222222222222,9.393939393939394,7.948717948717949,2.1666666666666665,0.9090909090909091,1.1818181818181819,0.5384615384615384,0.6363636363636364,0.3333333333333333,0.21212121212121213,0.1794871794871795,0.3333333333333333,0.28205128205128205,1.8333333333333333,17.63157894736842,9.305555555555555,9.305555555555555,1.894736842105263,0.8888888888888888,1.0,0.4722222222222222,0.4722222222222222,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.2777777777777778,0.2777777777777778,1.894736842105263
4008441,5.514,20.6667,372.0,18.0,5.4489,27.5,385.0,14.0,0.629,0.613,0.434,0.43,0.511,0.448,0.804,0.65,0.818,0.596,15.848,13.067,182,192,40,43,39.4,40.0,67.2,68.5,0.473,0.516,0.802,0.819,6.559,7.039,9.276,9.955,0.874,0.888,2.917,2.957,0.972,0.967,0.473,0.516,77.0,93.0,77.0,93.0,77.0,93.0,0.632,0.675,0.717,0.783,23.674,36.817,0.717,0.783,0.717,0.783,0.593,0.632,0.889,0.778,0.667,0.667,0.833,0.75,20.0,11.724137931034482,9.18918918918919,2.176470588235294,1.0344827586206897,1.2758620689655173,0.5405405405405406,0.6896551724137931,0.5172413793103449,0.1724137931034483,0.13513513513513514,0.3103448275862069,0.24324324324324326,1.7058823529411764,24.571428571428573,13.76,10.424242424242424,2.357142857142857,1.04,1.32,0.5757575757575758,0.76,0.48,0.24,0.18181818181818182,0.24,0.18181818181818182,1.7857142857142858
4008541,4.6677,21.8824,372.0,17.0,4.6578,20.3158,386.0,19.0,0.544,0.548,0.409,0.457,0.503,0.481,0.736,0.807,0.737,0.786,14.792,19.105,185,206,39,38,39.1,40.3,67.6,71.4,0.479,0.554,0.798,0.812,6.658,7.552,9.416,10.681,0.877,0.9,2.926,2.996,0.959,0.959,0.479,0.554,77.2,124.0,77.2,124.0,77.2,124.0,0.695,0.77,0.717,0.737,27.245,30.947,0.717,0.737,0.717,0.737,0.697,0.792,0.941,1.0,0.5,0.857,0.8,0.882,19.0,10.766666666666667,8.72972972972973,2.176470588235294,0.9,1.2333333333333334,0.5405405405405406,0.6666666666666666,0.5333333333333333,0.23333333333333334,0.1891891891891892,0.16666666666666666,0.13513513513513514,1.7647058823529411,18.36842105263158,10.575757575757576,8.725,2.1052631578947367,0.9090909090909091,1.2121212121212122,0.525,0.6363636363636364,0.48484848484848486,0.3333333333333333,0.275,0.12121212121212122,0.1,1.736842105263158
4008641,4.7364,24.6875,395.0,16.0,4.9426,20.7895,395.0,19.0,0.542,0.603,0.367,0.395,0.42,0.426,0.515,0.553,0.581,0.51,9.47,8.895,169,197,38,38,38.3,40.7,64.0,71.8,0.428,0.499,0.764,0.82,6.013,7.009,8.503,9.912,0.858,0.884,2.869,2.954,0.966,0.971,0.428,0.499,65.833,98.75,65.833,98.75,65.833,98.75,0.631,0.676,0.652,0.671,28.015,34.224,0.652,0.671,0.652,0.671,0.614,0.653,1.0,1.0,0.556,0.8,0.75,0.889,20.352941176470587,10.8125,8.439024390243903,2.411764705882353,1.21875,1.28125,0.5853658536585366,0.75,0.46875,0.28125,0.21951219512195122,0.25,0.1951219512195122,1.8823529411764706,18.263157894736842,8.675,10.205882352941176,1.7894736842105263,0.825,0.85,0.4411764705882353,0.375,0.3,0.325,0.38235294117647056,0.025,0.029411764705882353,2.1052631578947367
4008741,4.9288,19.95,399.0,20.0,5.3343,17.7727,391.0,22.0,0.613,0.556,0.379,0.341,0.44,0.365,0.526,0.533,0.533,0.533,10.105,7.68,191,189,39,37,39.3,39.7,68.3,68.1,0.49,0.474,0.772,0.759,6.839,6.691,9.672,9.462,0.88,0.875,2.941,2.928,0.97,0.962,0.49,0.474,97.5,66.5,97.5,66.5,97.5,66.5,0.678,0.658,0.789,0.6,35.526,27.0,0.789,0.6,0.789,0.6,0.622,0.682,0.889,0.9,0.778,0.5,0.833,0.722,17.9,10.228571428571428,8.325581395348838,2.15,0.9714285714285714,1.2285714285714286,0.5348837209302325,0.6571428571428571,0.3142857142857143,0.14285714285714285,0.11627906976744186,0.2,0.16279069767441862,1.75,15.954545454545455,7.9772727272727275,8.775,1.8181818181818181,0.8636363636363636,0.9090909090909091,0.45,0.4090909090909091,0.3181818181818182,0.36363636363636365,0.4,0.11363636363636363,0.125,2.0
4008841,4.2566,16.913,389.0,23.0,5.1585,27.2143,381.0,14.0,0.535,0.555,0.375,0.38,0.455,0.418,0.583,0.652,0.552,0.605,7.111,9.797,176,170,32,32,38.0,36.6,63.2,61.9,0.462,0.437,0.74,0.719,6.376,6.095,9.017,8.619,0.87,0.861,2.901,2.876,0.941,0.937,0.462,0.437,54.429,35.364,54.429,35.364,58.964,39.293,0.711,0.616,0.806,0.623,23.361,26.797,0.806,0.623,0.806,0.623,0.676,0.61,0.789,1.0,1.0,0.4,0.8,0.727,15.590909090909092,8.365853658536585,8.794871794871796,1.7727272727272727,0.8292682926829268,0.9512195121951219,0.4358974358974359,0.4146341463414634,0.2682926829268293,0.34146341463414637,0.358974358974359,0.0975609756097561,0.10256410256410256,1.8636363636363635,24.285714285714285,14.782608695652174,14.782608695652174,1.6428571428571428,0.6956521739130435,1.0,0.391304347826087,0.391304347826087,0.2608695652173913,0.391304347826087,0.391304347826087,0.30434782608695654,0.30434782608695654,1.6428571428571428
4008941,4.8519,18.1818,400.0,22.0,5.3628,19.85,397.0,20.0,0.625,0.63,0.451,0.448,0.492,0.46,0.772,0.701,0.692,0.69,12.789,12.552,181,187,38,37,38.8,40.2,66.4,67.8,0.456,0.468,0.76,0.76,6.423,6.611,9.084,9.35,0.869,0.873,2.906,2.922,0.965,0.968,0.456,0.468,79.4,66.667,79.4,66.667,72.783,66.667,0.617,0.587,0.684,0.627,26.684,26.328,0.684,0.627,0.684,0.627,0.583,0.586,0.783,0.875,1.0,0.667,0.821,0.818,15.608695652173912,7.977777777777778,9.972222222222221,1.565217391304348,0.7111111111111111,0.8,0.3611111111111111,0.28888888888888886,0.17777777777777778,0.2,0.25,0.13333333333333333,0.16666666666666666,1.9565217391304348,18.15,11.34375,11.0,1.65,0.78125,1.03125,0.3939393939393939,0.40625,0.40625,0.4375,0.42424242424242425,0.375,0.36363636363636365,1.6
4009041,5.4482,29.4615,383.0,13.0,5.913,22.1111,398.0,18.0,0.593,0.535,0.379,0.475,0.464,0.489,0.653,0.709,0.658,0.721,12.755,17.473,183,184,36,43,38.2,37.6,66.2,66.2,0.46,0.48,0.744,0.768,6.486,6.648,9.173,9.402,0.87,0.877,2.911,2.925,0.944,0.94,0.46,0.48,66.333,63.833,66.333,63.833,55.278,63.833,0.631,0.698,0.776,0.782,29.469,33.618,0.776,0.782,0.776,0.782,0.575,0.664,0.833,0.933,1.0,0.571,0.846,0.818,19.3125,9.363636363636363,9.363636363636363,2.0625,0.9090909090909091,1.0,0.5151515151515151,0.5151515151515151,0.3333333333333333,0.5454545454545454,0.5454545454545454,0.12121212121212122,0.12121212121212122,2.0625,19.105263157894736,10.676470588235293,11.0,1.736842105263158,0.8529411764705882,0.9705882352941176,0.42424242424242425,0.4117647058823529,0.3235294117647059,0.5588235294117647,0.5757575757575758,0.2647058823529412,0.2727272727272727,1.7894736842105263
4009141,5.8818,22.9375,367.0,16.0,5.9113,19.6,392.0,20.0,0.599,0.599,0.467,0.488,0.478,0.505,0.545,0.674,0.55,0.686,8.8,12.522,201,188,44,39,39.8,39.9,71.4,67.3,0.513,0.512,0.796,0.825,7.179,6.939,10.152,9.814,0.888,0.887,2.968,2.949,0.968,0.972,0.513,0.512,98.0,91.75,98.0,91.75,98.0,91.75,0.677,0.664,0.727,0.761,29.091,26.63,0.727,0.761,0.727,0.761,0.683,0.66,0.682,0.4,0.769,1.0,0.714,0.5,20.666666666666668,10.689655172413794,11.071428571428571,1.8666666666666667,0.7586206896551724,0.9655172413793104,0.4642857142857143,0.4482758620689655,0.3103448275862069,0.27586206896551724,0.2857142857142857,0.2413793103448276,0.25,1.9333333333333333,17.4,11.225806451612904,11.225806451612904,1.55,0.6774193548387096,1.0,0.3548387096774194,0.3548387096774194,0.3548387096774194,0.5161290322580645,0.5161290322580645,0.3870967741935484,0.3870967741935484,1.55
4009241,5.9309,30.5385,397.0,13.0,6.4575,26.0,390.0,15.0,0.569,0.569,0.528,0.489,0.552,0.505,0.784,0.633,0.756,0.659,18.843,14.878,181,204,37,36,40.6,42.1,66.5,72.0,0.464,0.514,0.777,0.786,6.481,7.24,9.165,10.238,0.871,0.889,2.911,2.973,0.966,0.953,0.464,0.514,65.0,79.4,65.0,79.4,71.5,89.325,0.64,0.673,0.804,0.837,32.961,34.306,0.804,0.837,0.804,0.837,0.59,0.617,0.75,0.778,1.0,0.833,0.8,0.8,23.571428571428573,11.379310344827585,14.347826086956522,1.6428571428571428,0.8275862068965517,0.7931034482758621,0.391304347826087,0.3103448275862069,0.2413793103448276,0.3448275862068966,0.43478260869565216,0.2413793103448276,0.30434782608695654,2.0714285714285716,21.866666666666667,10.933333333333334,10.580645161290322,2.066666666666667,1.0,1.0333333333333334,0.5161290322580645,0.5333333333333333,0.3333333333333333,0.43333333333333335,0.41935483870967744,0.06666666666666667,0.06451612903225806,2.0
4009341,5.1676,17.7727,391.0,22.0,5.8378,18.5238,389.0,21.0,0.596,0.627,0.432,0.353,0.492,0.394,0.565,0.532,0.617,0.59,13.565,8.532,183,165,38,37,37.1,36.5,66.6,60.6,0.47,0.422,0.773,0.708,6.561,5.9,9.278,8.344,0.874,0.855,2.917,2.858,0.964,0.955,0.47,0.422,77.8,55.857,77.8,55.857,77.8,60.512,0.677,0.571,0.758,0.629,35.629,24.532,0.758,0.629,0.758,0.629,0.641,0.56,0.72,0.8,1.0,0.8,0.75,0.8,15.954545454545455,8.357142857142858,10.028571428571428,1.5909090909090908,0.7380952380952381,0.8333333333333334,0.37142857142857144,0.30952380952380953,0.2619047619047619,0.19047619047619047,0.22857142857142856,0.023809523809523808,0.02857142857142857,1.9090909090909092,16.523809523809526,7.711111111111111,9.63888888888889,1.7142857142857142,0.8,0.8,0.4166666666666667,0.3333333333333333,0.28888888888888886,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.1388888888888889,2.142857142857143
4009441,5.7394,13.1111,354.0,27.0,5.8129,19.15,383.0,20.0,0.621,0.593,0.405,0.48,0.462,0.43,0.651,0.612,0.667,0.613,20.571,7.367,197,179,43,35,40.0,39.8,70.7,63.3,0.514,0.506,0.821,0.802,7.118,6.727,10.066,9.514,0.888,0.884,2.963,2.931,0.976,0.963,0.514,0.506,95.75,88.5,95.75,88.5,95.75,88.5,0.693,0.667,0.857,0.633,46.286,19.612,0.857,0.633,0.857,0.633,0.619,0.709,0.706,0.72,1.0,0.333,0.75,0.618,9.375,6.25,6.521739130434782,1.4375,0.6041666666666666,0.9583333333333334,0.30434782608695654,0.2916666666666667,0.2708333333333333,0.1875,0.1956521739130435,0.20833333333333334,0.21739130434782608,1.5,16.476190476190474,7.521739130434782,9.35135135135135,1.7619047619047619,0.8478260869565217,0.8043478260869565,0.43243243243243246,0.34782608695652173,0.2391304347826087,0.30434782608695654,0.3783783783783784,0.1956521739130435,0.24324324324324326,2.1904761904761907
4009541,4.8981,20.3158,386.0,19.0,5.3333,26.5,371.0,14.0,0.555,0.562,0.294,0.352,0.366,0.385,0.309,0.362,0.357,0.404,4.091,6.391,175,192,39,35,40.1,37.9,64.4,68.3,0.472,0.497,0.79,0.778,6.424,6.91,9.086,9.773,0.873,0.883,2.905,2.946,0.97,0.949,0.472,0.497,74.2,77.2,74.2,77.2,74.2,77.2,0.689,0.677,0.764,0.754,32.073,39.188,0.764,0.754,0.764,0.754,0.655,0.637,1.0,0.778,0.667,1.0,0.833,0.846,16.7,7.4222222222222225,8.789473684210526,1.9,0.8888888888888888,0.8444444444444444,0.47368421052631576,0.4,0.3333333333333333,0.26666666666666666,0.3157894736842105,0.044444444444444446,0.05263157894736842,2.25,24.0,11.586206896551724,10.838709677419354,2.2142857142857144,1.0689655172413792,1.0689655172413792,0.5483870967741935,0.5862068965517241,0.41379310344827586,0.41379310344827586,0.3870967741935484,0.06896551724137931,0.06451612903225806,2.0714285714285716
4009641,4.1795,12.4062,397.0,32.0,4.4294,18.7143,393.0,21.0,0.555,0.531,0.425,0.443,0.443,0.404,0.63,0.535,0.653,0.587,14.027,10.268,185,166,37,35,38.6,37.7,66.3,62.2,0.471,0.418,0.746,0.731,6.599,5.891,9.332,8.331,0.874,0.854,2.921,2.857,0.959,0.933,0.471,0.418,65.5,49.625,65.5,49.625,65.5,49.625,0.628,0.564,0.671,0.648,32.89,29.803,0.671,0.648,0.671,0.648,0.573,0.533,0.917,0.5,0.889,0.625,0.905,0.556,9.96875,5.229508196721311,5.229508196721311,1.90625,0.8524590163934426,1.0,0.47540983606557374,0.47540983606557374,0.3114754098360656,0.18032786885245902,0.18032786885245902,0.0,0.0,1.90625,16.19047619047619,7.083333333333333,7.23404255319149,2.238095238095238,0.9583333333333334,0.9791666666666666,0.5531914893617021,0.5416666666666666,0.375,0.20833333333333334,0.2127659574468085,0.020833333333333332,0.02127659574468085,2.2857142857142856
4009941,5.0389,33.0833,397.0,12.0,5.0419,27.2857,382.0,14.0,0.526,0.552,0.351,0.388,0.392,0.386,0.508,0.59,0.583,0.569,12.062,13.787,158,210,34,42,35.2,41.0,59.0,74.2,0.414,0.529,0.717,0.811,5.716,7.453,8.084,10.54,0.852,0.894,2.84,2.989,0.94,0.964,0.414,0.529,47.75,99.25,47.75,99.25,47.75,99.25,0.632,0.708,0.738,0.836,35.446,42.639,0.738,0.836,0.738,0.836,0.565,0.669,0.812,0.667,1.0,1.0,0.857,0.571,22.666666666666668,12.142857142857142,9.18918918918919,2.466666666666667,1.1071428571428572,1.3214285714285714,0.5945945945945946,0.7857142857142857,0.5,0.35714285714285715,0.2702702702702703,0.10714285714285714,0.08108108108108109,1.8666666666666667,24.142857142857142,11.655172413793103,9.657142857142857,2.5,1.0,1.206896551724138,0.6,0.7241379310344828,0.41379310344827586,0.6896551724137931,0.5714285714285714,0.1724137931034483,0.14285714285714285,2.0714285714285716
